total_freight_value,total_payment,payment_installments,total_price
8.72,88.62,8.0,79.9
15.1,41.0,1.0,25.9
12.69,37.69,1.0,25.0
20.86,251.84,3.0,230.98
39.04,148.94,5.0,109.9
13.23,59.13,1.0,45.9
8.11,130.21,1.0,122.1
18.23,38.13,1.0,19.9
10.21,80.11,3.0,69.9
11.73,53.63,2.0,41.9
12.13,102.03,4.0,89.9
11.88,81.78,5.0,69.9
54.16,545.06,5.0,490.9
13.93,143.92,1.0,129.99
17.07,106.97,8.0,89.9
10.15,115.05,1.0,104.9
12.54,46.54,2.0,34.0
15.1,55.09,1.0,39.99
16.93,114.4,2.0,97.47
15.96,90.56,2.0,74.6
12.76,42.75,1.0,29.99
22.03,241.93,9.0,219.9
11.83,101.73,1.0,89.9
14.13,68.13,1.0,54.0
16.52,94.42,1.0,77.9
15.01,215.01,8.0,200.0
17.71,83.6,4.0,65.89
12.72,312.62,5.0,299.9
7.92,89.91,1.0,81.99
16.92,46.82,1.0,29.9
35.34,310.28,3.0,119.8
14.1,54.0,2.0,39.9
25.98,125.97,1.0,99.99
9.34,63.74,1.0,54.4
17.44,122.34,2.0,104.9
11.85,29.75,2.0,17.9
65.29,1442.79,1.0,1377.5
14.15,71.14,2.0,56.99
27.42,396.32,5.0,368.9
71.56,391.56,6.0,320.0
18.44,188.43,2.0,169.99
12.79,29.69,2.0,16.9
17.67,77.22,5.0,59.55
18.55,204.54,1.0,185.99
15.42,60.42,1.0,45.0
96.12,285.12,1.0,189.0
30.2,130.4,6.0,35.0
15.59,135.58,2.0,119.99
22.28,70.28,1.0,48.0
18.23,36.22,1.0,17.99
39.86,124.93,3.0,210.0
18.47,102.17,10.0,83.7
42.03,192.03,3.0,150.0
15.19,78.68,1.0,63.49
7.47,37.37,1.0,29.9
27.0,102.0,8.0,75.0
17.74,87.64,8.0,69.9
19.79,235.69,1.0,215.9
7.39,19.89,1.0,12.5
19.91,309.89,8.0,289.98
7.78,27.77,1.0,19.99
80.52,1590.25,1.0,3099.98
353.4,158.8,2.0,599.4000000000001
13.37,43.27,4.0,29.9
30.85,525.85,5.0,495.0
23.5,128.5,1.0,105.0
17.67,77.57,2.0,59.9
9.45,188.94,10.0,179.49
21.88,220.88,3.0,199.0
8.72,47.71,1.0,38.99
20.87,80.77,2.0,59.9
9.72,148.72,3.0,139.0
18.35,85.35,1.0,67.0
36.92,369.04,3.0,147.6
13.62,182.52,8.0,168.9
92.98,336.48,3.0,579.98
18.23,28.23,1.0,10.0
14.1,44.09,1.0,29.99
19.32,48.54,1.0,29.22
29.04,257.28,1.0,99.6
30.2,216.4,1.0,78.0
46.56,212.72,2.0,59.8
10.6,180.5,3.0,169.9
7.41,85.41,4.0,78.0
27.32,80.22,1.0,52.9
47.23,147.22,2.0,99.99
27.42,126.42,4.0,99.0
12.31,162.31,1.0,150.0
14.04,159.94,1.0,145.9
88.3,1916.5,7.0,295.0
55.82,784.9,5.0,729.08
42.36,476.72,10.0,196.0
11.09,141.08,1.0,129.99
35.48,77.38,1.0,41.9
43.56,327.78000000000003,1.0,65.69999999999999
8.72,65.71,1.0,56.99
18.65,96.55,4.0,77.9
23.24,393.14,10.0,369.9
30.86,220.85,1.0,189.99
15.79,47.69,4.0,31.9
19.32,51.22,5.0,31.9
13.37,52.26,1.0,38.89
25.57,205.47,3.0,179.9
34.91,120.81,5.0,85.9
18.23,27.22,1.0,8.99
29.65,435.08,4.0,187.89
15.1,35.4,1.0,20.3
7.39,16.29,1.0,8.9
9.34,59.24,1.0,49.9
23.39,138.39,2.0,115.0
26.45,306.35,8.0,279.9
51.56,171.56,10.0,120.0
18.0,87.9,1.0,69.9
15.24,85.14,8.0,69.9
22.28,72.18,1.0,49.9
9.45,161.45,2.0,152.0
37.85,164.84,2.0,126.99
23.6,138.5,5.0,114.9
38.94,237.94,1.0,199.0
8.72,43.71,1.0,34.99
27.75,94.74,1.0,66.99
0.0,279.6,1.0,139.8
9.68,144.58,1.0,134.9
8.72,30.62,1.0,21.9
40.86,770.58,6.0,216.0
26.57,96.47,1.0,69.9
7.46,35.36,1.0,27.9
26.160000000000004,19.07,1.0,31.05
29.01,116.51,11.0,87.5
18.49,73.49,1.0,55.0
58.22,1708.44,8.0,796.0
13.84,213.74,8.0,199.9
14.1,26.09,1.0,11.99
0.0,69.9,1.0,69.9
15.87,126.19,3.0,110.32
8.27,48.27,1.0,40.0
9.34,128.34,1.0,119.0
0.0,53.9,1.0,53.9
65.65,185.55,3.0,119.9
29.94,104.94,5.0,75.0
11.85,57.5,3.0,45.65
17.88,107.78,1.0,89.9
7.39,30.88,2.0,23.49
23.84,183.74,4.0,159.9
17.19,162.19,1.0,145.0
21.42,371.32,1.0,349.9
14.44,57.43,1.0,42.99
7.78,81.78,1.0,74.0
13.87,55.86,2.0,41.99
12.37,137.27,1.0,124.9
16.79,46.69,2.0,29.9
15.1,41.09,4.0,25.99
12.79,31.29,1.0,18.5
33.52,518.64,2.0,225.8
25.38,105.18,3.0,79.8
38.61,87.51,1.0,48.9
51.36,174.35,1.0,122.99
31.6,123.6,10.0,92.0
30.76,45.28,1.0,59.8
62.49,158.23,7.0,95.74
84.66,774.1800000000001,10.0,173.39999999999998
16.31,94.3,1.0,77.99
18.72,338.72,7.0,320.0
18.34,128.24,2.0,109.9
16.61,656.53,1.0,639.92
37.04,46.54,1.0,9.5
70.68,743.04,1.0,177.0
20.62,97.52,1.0,76.9
69.21,319.11,1.0,249.9
23.6,138.5,8.0,114.9
14.21,139.11,2.0,124.9
29.87,149.86,3.0,119.99
11.85,26.85,2.0,15.0
14.55,69.45,1.0,54.9
16.32,49.32,1.0,33.0
43.19,160.18,1.0,116.99
27.96,184.9,6.0,156.94
143.96,1133.96,10.0,990.0
8.64,38.63,3.0,29.99
34.32,109.22,1.0,74.9
14.1,37.0,1.0,22.9
9.37,89.27,1.0,79.9
19.84,54.74,1.0,34.9
37.11,1137.11,6.0,1100.0
23.02,66.02,2.0,43.0
15.1,33.1,1.0,18.0
18.63,94.63,1.0,76.0
9.09,57.99,1.0,48.9
25.38,234.36,10.0,91.8
20.08,315.08,6.0,295.0
15.22,145.22,8.0,130.0
11.9,111.89,1.0,99.99
23.47,119.47,4.0,96.0
21.58,130.58,5.0,109.0
7.78,72.68,7.0,64.9
16.25,86.15,7.0,69.9
16.08,155.98,1.0,139.9
8.88,78.78,1.0,69.9
17.04,246.04,5.0,229.0
39.49,119.29,5.0,79.8
14.1,34.09,3.0,19.99
15.42,60.42,1.0,45.0
15.18,77.08,4.0,61.9
16.11,45.61,1.0,29.5
17.81,213.11,3.0,195.3
46.31,469.83,4.0,110.3
7.51,42.51,4.0,35.0
15.1,60.0,3.0,44.9
22.57,122.47,2.0,99.9
7.95,117.85,2.0,109.9
0.0,106.9,3.0,106.9
30.21,197.2,1.0,166.99
18.23,48.13,1.0,29.9
15.24,84.73,3.0,69.49
35.75,134.75,10.0,99.0
7.92,89.91,1.0,81.99
17.31,142.31,3.0,125.0
13.47,43.37,1.0,29.9
15.11,60.01,1.0,44.9
17.64,187.08,4.0,75.9
14.78,89.16,1.0,29.8
16.79,46.78,1.0,29.99
16.81,166.71,3.0,149.9
14.85,123.85,3.0,109.0
27.49,194.48,1.0,166.99
17.99,77.98,7.0,59.99
26.11,96.01,3.0,69.9
15.52,123.52,1.0,108.0
35.94,75.77,1.0,115.6
26.11,96.01,1.0,69.9
9.52,199.51,10.0,189.99
19.45,244.45,8.0,225.0
25.56,305.08,2.0,126.98
9.55,114.45,2.0,104.9
43.13,2153.49,10.0,674.7
38.11,176.11,3.0,138.0
21.4,151.3,1.0,129.9
12.7,63.6,6.0,50.9
22.0,125.99,2.0,103.99
84.85,414.75,1.0,329.9
8.72,43.72,1.0,35.0
7.78,28.73,2.0,19.99
19.04,42.94,1.0,23.9
21.42,110.42,10.0,89.0
12.69,58.59,1.0,45.9
24.96,117.52,3.0,33.8
19.95,159.75,1.0,139.8
21.15,51.05,5.0,29.9
42.64,396.88,4.0,155.8
18.56,116.21,1.0,97.65
9.96,89.86,1.0,79.9
16.95,265.95,4.0,249.0
14.33,147.23,7.0,132.9
18.61,123.61,1.0,105.0
182.76,2928.24,3.0,61.26
18.55,157.55,6.0,139.0
15.94,184.92,2.0,168.98
18.17,102.17,5.0,84.0
11.85,56.85,5.0,45.0
23.89,151.79,8.0,127.9
15.79,44.69,2.0,28.9
15.1,60.1,1.0,45.0
13.99,138.89,10.0,124.9
23.1,98.0,1.0,74.9
39.34,418.24,6.0,378.9
126.19,426.09,4.0,299.9
34.65,193.65,2.0,159.0
9.25,139.24,6.0,129.99
21.92,761.82,6.0,739.9
14.1,120.16,1.0,45.98
7.78,62.78,1.0,55.0
91.35,1056.75,1.0,120.0
12.79,34.78,3.0,21.99
7.93,114.43,1.0,106.5
27.22,92.12,2.0,64.9
15.25,85.24,2.0,69.99
7.62,58.37,2.0,50.75
18.23,68.23,2.0,50.0
7.42,30.41,1.0,22.99
39.46,209.36,1.0,169.9
9.36,97.26,1.0,87.9
15.23,39.13,1.0,23.9
36.54,118.17,1.0,199.8
17.14,50.99,5.0,29.99
11.89,66.89,3.0,55.0
19.38,914.76,1.0,438.0
13.3,313.2,3.0,299.9
18.0,367.9,3.0,349.9
15.11,55.01,1.0,39.9
21.78,121.68,1.0,99.9
14.78,105.52,1.0,37.98
15.58,134.48,1.0,118.9
21.18,432.18,1.0,411.0
15.35,99.25,1.0,83.9
14.7,89.7,1.0,75.0
7.78,17.78,1.0,10.0
18.38,88.28,1.0,69.9
8.72,22.37,1.0,13.65
15.68,148.28,5.0,132.6
8.72,47.52,1.0,38.8
15.63,286.88,1.0,271.25
20.59,220.49,8.0,199.9
8.26,128.26,1.0,120.0
31.09,720.98,9.0,689.89
13.07,72.07,1.0,59.0
13.25,113.15,4.0,99.9
67.6,1628.6,10.0,1561.0
15.2,80.2,1.0,65.0
21.38,521.37,4.0,499.99
16.81,166.68,10.0,149.87
17.92,113.82,6.0,95.9
16.79,29.28,1.0,12.49
15.23,40.13,1.0,24.9
52.61,121.51,10.0,68.9
85.02,1479.51,15.0,2874.0
13.71,112.71,2.0,99.0
21.18,1198.36,24.0,578.0
23.81,199.8,2.0,175.99
16.28,135.67,2.0,119.39
39.31,2288.31,10.0,2249.0
20.08,218.08,4.0,198.0
18.42,64.62,1.0,46.2
213.09,3185.55,1.0,424.0
15.81,165.81,1.0,150.0
16.12,67.02,1.0,50.9
28.75,64.75,3.0,36.0
14.7,101.6,1.0,86.9
16.53,126.53,1.0,110.0
17.8,96.8,2.0,79.0
16.11,56.01,1.0,39.9
18.24,70.24,1.0,52.0
17.28,67.17,1.0,49.89
14.53,314.52,1.0,299.99
15.22,145.22,3.0,130.0
9.74,58.64,1.0,48.9
26.74,253.08,1.0,99.8
16.16,73.15,1.0,56.99
12.04,88.64,5.0,76.6
14.1,34.0,3.0,19.9
23.81,199.8,4.0,175.99
20.18,155.08,5.0,134.9
12.6,111.6,5.0,99.0
19.98,164.98,7.0,145.0
18.73,83.73,5.0,65.0
20.94,310.37,1.0,599.8
17.12,72.02,3.0,54.9
25.61,135.51,1.0,109.9
13.44,62.44,1.0,49.0
22.99,80.89,4.0,57.9
94.58,1047.16,3.0,1999.74
60.4,800.0,3.0,139.6
34.32,164.31,1.0,129.99
30.64,190.44,9.0,159.8
44.25,269.25,1.0,225.0
15.2,53.69,1.0,38.49
8.98,185.47,2.0,176.49
15.1,65.0,1.0,49.9
82.63,302.62,4.0,219.99
37.45,418.9,6.0,172.0
23.69,182.69,3.0,159.0
25.26,85.16,3.0,59.9
45.47,158.47,3.0,113.0
13.87,198.77,10.0,184.9
15.88,127.15,2.0,111.27
22.99,142.89,1.0,119.9
22.14,52.04,2.0,29.9
7.78,57.68,1.0,49.9
7.78,47.77,1.0,39.99
12.48,32.38,1.0,19.9
17.19,47.18,4.0,29.99
86.98,346.88,1.0,259.9
11.85,30.45,1.0,18.6
16.77,116.67,1.0,99.9
7.78,21.76,2.0,13.98
34.15,58.56,1.0,24.41
18.4,188.39,8.0,169.99
13.85,83.75,1.0,69.9
12.95,262.94,5.0,249.99
8.3,27.99,1.0,19.69
59.33,427.23,8.0,367.9
14.15,74.05,1.0,59.9
17.68,74.67,1.0,56.99
12.69,58.59,2.0,45.9
13.08,42.58,1.0,29.5
13.84,130.74,4.0,116.9
152.54,864.84,6.0,712.3
50.85,99.75,4.0,48.9
53.54,152.54,1.0,99.0
44.15,258.82,2.0,85.26
13.29,114.29,10.0,101.0
11.24,101.14,1.0,89.9
15.14,135.04,2.0,119.9
66.92,764.92,2.0,698.0
9.34,49.24,1.0,39.9
13.52,147.52,3.0,134.0
15.11,58.01,1.0,42.9
18.23,40.56,2.0,22.33
12.02,127.92,3.0,115.9
15.51,123.51,5.0,108.0
25.26,85.16,4.0,59.9
16.22,226.22,3.0,210.0
13.03,66.02,1.0,52.99
55.84,255.74,1.0,199.9
15.2,80.19,6.0,64.99
167.92,1415.44,8.0,539.8
15.38,105.18,1.0,89.8
12.99,90.99,1.0,78.0
11.17,91.07,1.0,79.9
30.0,558.66,10.0,249.33
17.91,107.9,10.0,89.99
29.04,110.08,1.0,26.0
18.52,336.64,1.0,149.8
122.44,892.44,15.0,770.0
148.16,327.76,2.0,179.6
17.12,76.02,1.0,58.9
8.29,54.19,1.0,45.9
69.04,1074.56,1.0,199.6
14.19,69.18,2.0,54.99
18.24,38.14,3.0,19.9
7.64,117.96,10.0,110.32
0.0,99.9,1.0,99.9
54.72,193.72,2.0,139.0
17.63,57.62,5.0,39.99
46.26,817.56,1.0,90.0
27.28,602.56,6.0,274.0
55.65,490.65,3.0,435.0
31.54,443.08,3.0,190.0
15.1,30.1,1.0,15.0
43.0,325.96,1.0,119.98
40.89,298.89,1.0,258.0
63.79,613.78,10.0,549.99
30.46,120.52,1.0,29.8
25.63,40.62,4.0,14.99
61.28,596.56,8.0,237.0
15.1,52.0,1.0,36.9
8.78,128.68,1.0,119.9
22.02,962.52,1.0,940.5
11.85,186.84,10.0,174.99
38.07,459.81000000000006,3.0,115.2
16.34,99.7,8.0,83.36
7.78,20.68,1.0,12.9
17.16,826.16,1.0,809.0
17.95,72.85,4.0,54.9
53.54,223.44,1.0,169.9
10.61,160.51,2.0,149.9
21.48,802.52,1.0,379.78
13.08,42.58,1.0,29.5
25.58,95.12,3.0,21.98
18.99,461.99,4.0,443.0
41.68,50.34,1.0,59.0
0.0,99.9,3.0,99.9
25.14,105.12,7.0,79.98
15.23,30.23,1.0,15.0
37.96,96.96,1.0,59.0
25.54,195.54,3.0,170.0
15.75,80.75,1.0,65.0
14.1,26.0,1.0,11.9
17.6,52.72,1.0,35.12
9.27,40.76,1.0,31.49
11.85,36.85,3.0,25.0
18.3,78.2,1.0,59.9
25.55,127.05,1.0,101.5
14.1,46.0,1.0,31.9
16.89,81.89,1.0,65.0
21.18,120.18,6.0,99.0
91.32,250.32,5.0,159.0
47.23,147.13,3.0,99.9
19.88,69.84,2.0,119.8
15.98,61.88,6.0,45.9
17.46,53.36,5.0,35.9
18.26,72.25,7.0,53.99
46.26,646.16,10.0,599.9
33.87,388.11,10.0,95.5
11.85,40.75,1.0,28.9
8.72,38.17,1.0,29.45
29.04,125.68,6.0,33.8
18.68,39.24,1.0,59.8
121.22,2150.22,10.0,2029.0
26.88,254.88,10.0,228.0
22.06,66.96,6.0,44.9
13.84,82.84,3.0,69.0
23.0,82.9,1.0,59.9
32.08,1044.16,5.0,490.0
15.95,186.95,1.0,171.0
18.2,154.1,7.0,135.9
13.92,93.82,4.0,79.9
20.03,159.03,1.0,139.0
25.6,534.8,1.0,241.8
34.15,58.14,5.0,23.99
18.23,47.23,1.0,29.0
27.0,1961.0,10.0,1934.0
15.28,40.27,1.0,24.99
194.64,644.54,10.0,449.9
11.31,111.21,4.0,99.9
19.05,186.05,1.0,167.0
12.76,48.96,4.0,36.2
21.0,371.9,1.0,350.9
21.18,75.17,1.0,53.99
19.49,339.49,1.0,320.0
20.98,90.88,2.0,69.9
18.62,122.57,3.0,103.95
14.29,91.18,1.0,76.89
8.11,42.41,1.0,34.3
19.68,129.67,4.0,109.99
43.35,2153.35,4.0,2110.0
54.85,569.48,10.0,229.89
15.15,72.05,5.0,56.9
16.39,106.38,8.0,89.99
165.32,364.92,1.0,199.6
17.6,52.5,2.0,34.9
13.6,193.6,1.0,180.0
16.11,45.61,1.0,29.5
12.6,211.6,1.0,199.0
15.62,125.52,1.0,109.9
17.85,77.75,2.0,59.9
18.11,218.11,3.0,200.0
16.97,92.97,3.0,76.0
8.29,22.29,2.0,14.0
17.74,87.64,1.0,69.9
54.82,953.82,10.0,899.0
12.79,59.78,1.0,46.99
77.62,706.84,1.0,275.8
18.23,55.33,1.0,37.1
26.24,296.24,4.0,270.0
15.28,255.18,5.0,239.9
15.94,184.94,1.0,169.0
26.91,321.91,6.0,295.0
15.59,134.98,1.0,119.39
22.11,114.21,2.0,92.1
13.4,118.59,1.0,105.19
39.19,438.19,5.0,399.0
15.61,88.51,8.0,72.9
18.09,477.09,1.0,459.0
27.71,117.69,1.0,89.98
23.71,258.71,3.0,235.0
45.33,585.09,1.0,149.7
16.86,76.76,1.0,59.9
15.29,73.96,1.0,58.67
7.87,56.87,1.0,49.0
18.16,148.15,6.0,129.99
27.04,132.04,2.0,105.0
16.01,196.01,1.0,180.0
33.62,201.46,8.0,167.84
71.53,450.53,9.0,379.0
34.11,423.72,3.0,177.75
13.11,142.07,12.0,109.9
8.29,38.28,1.0,29.99
13.08,42.98,4.0,29.9
8.9,86.88,1.0,77.98
22.39,724.78,10.0,340.0
13.21,106.21,2.0,93.0
13.89,188.89,8.0,175.0
15.62,222.68,3.0,207.06
16.18,86.08,2.0,69.9
7.78,37.76,3.0,29.98
15.59,135.49,9.0,119.9
7.39,13.89,1.0,6.5
177.48,7148.88,6.0,1014.0
12.8,78.7,4.0,65.9
15.33,98.56,4.0,83.23
15.28,72.28,1.0,57.0
19.83,111.73,1.0,91.9
14.1,29.6,2.0,15.5
27.42,194.44,4.0,69.8
13.37,42.27,1.0,28.9
11.74,46.61,1.0,34.87
8.29,22.69,1.0,14.4
12.34,201.34,4.0,189.0
16.98,196.97,10.0,179.99
11.98,81.88,1.0,69.9
24.98,339.98,1.0,315.0
38.6,188.5,3.0,149.9
14.45,114.35,2.0,99.9
15.1,45.09,1.0,29.99
29.28,144.75,1.0,404.97
12.76,102.32,1.0,89.56
39.96,359.52,3.0,139.8
7.94,56.84,1.0,48.9
7.53,45.53,1.0,38.0
11.09,78.99,1.0,67.9
19.13,104.03,6.0,84.9
16.98,335.98,1.0,319.0
23.58,178.47,6.0,154.89
40.38,190.37,1.0,149.99
16.79,35.69,1.0,18.9
16.0,195.0,6.0,179.0
30.5,85.24,2.0,139.98
15.1,33.0,1.0,17.9
11.25,103.24,2.0,91.99
15.1,104.16,1.0,36.98
34.22,94.12,5.0,59.9
15.35,50.35,1.0,35.0
7.64,126.64,1.0,119.0
15.15,72.14,3.0,56.99
27.35,157.35,1.0,130.0
18.38,58.28,1.0,39.9
78.94,1112.2,2.0,143.5
18.61,208.51,1.0,189.9
30.53,129.53,4.0,99.0
26.92,91.92,1.0,65.0
43.46,571.73,2.0,1100.0
8.38,40.28,1.0,31.9
35.94,953.94,3.0,918.0
16.16,73.15,1.0,56.99
39.42,109.32,4.0,69.9
36.85,255.85,10.0,219.0
18.53,368.52,1.0,349.99
14.47,39.37,1.0,24.9
24.69,364.58,3.0,339.89
18.4,53.73,1.0,35.33
12.84,37.84,1.0,25.0
22.95,87.94,1.0,64.99
23.22,70.08,1.0,46.86
9.89,198.89,1.0,189.0
29.03,149.0,1.0,119.97
15.24,85.14,4.0,69.9
9.58,119.48,2.0,109.9
11.28,106.28,4.0,95.0
16.12,68.02,2.0,51.9
11.85,31.75,1.0,19.9
21.49,961.49,10.0,940.0
15.3,93.3,2.0,78.0
8.72,28.62,1.0,19.9
13.44,73.43,1.0,59.99
11.95,91.85,4.0,79.9
32.34,300.68,3.0,118.0
115.14,2136.6000000000004,4.0,240.96
17.56,67.46,1.0,49.9
26.43,76.33,7.0,49.9
17.2,107.1,4.0,89.9
37.27,609.27,2.0,572.0
23.55,143.55,3.0,120.0
18.88,44.34,1.0,69.8
40.36,179.36,8.0,139.0
12.04,131.94,1.0,119.9
15.14,70.14,1.0,55.0
16.95,116.94,5.0,99.99
26.54,206.03,4.0,179.49
13.93,143.83,8.0,129.9
18.11,140.73,2.0,122.62
23.02,128.01,2.0,104.99
22.06,41.96,1.0,19.9
7.39,47.38,1.0,39.99
9.18,293.98,8.0,284.8
15.48,105.38,1.0,89.9
11.85,24.85,2.0,13.0
17.9,110.32,3.0,92.42
14.15,74.05,3.0,59.9
30.2,194.4,1.0,67.0
16.79,66.78,1.0,49.99
18.45,68.35,3.0,49.9
14.18,134.08,2.0,119.9
11.85,49.84,1.0,37.99
28.2,124.0,1.0,33.8
15.7,151.6,3.0,135.9
7.78,62.78,1.0,55.0
60.56,131.56,5.0,71.0
15.23,35.13,1.0,19.9
16.79,61.69,1.0,44.9
18.23,203.23,1.0,185.0
78.06,225.96,3.0,147.9
54.06,273.06,10.0,219.0
38.56,1137.56,10.0,1099.0
9.34,32.23,1.0,22.89
37.11,65.1,1.0,27.99
11.73,75.63,1.0,63.9
7.74,76.74,2.0,69.0
13.71,210.07,2.0,196.36
17.6,67.6,1.0,50.0
12.69,49.59,3.0,36.9
13.43,72.43,1.0,59.0
18.8,118.7,2.0,99.9
15.65,93.65,1.0,78.0
18.37,56.37,1.0,38.0
24.9,203.9,8.0,179.0
71.48,321.38,6.0,249.9
35.34,266.68,1.0,98.0
45.06,207.86,4.0,162.8
19.32,63.12,1.0,43.8
21.31,138.21,1.0,116.9
7.78,26.77,1.0,18.99
15.1,34.65,1.0,19.55
39.51,1600.51,10.0,1561.0
21.59,321.58,10.0,299.99
28.34,296.28,1.0,119.8
17.84,706.84,8.0,689.0
27.44,97.43,4.0,69.99
21.78,121.68,4.0,99.9
16.11,46.01,1.0,29.9
11.29,50.19,1.0,38.9
8.26,128.26,1.0,120.0
19.65,410.9,1.0,391.25
11.85,36.35,3.0,24.5
12.27,122.17,1.0,109.9
44.5,104.4,10.0,59.9
22.06,52.05,1.0,29.99
27.36,710.34,6.0,682.98
10.3,98.3,3.0,88.0
26.28,93.04,1.0,159.8
21.15,56.15,1.0,35.0
7.42,87.32,1.0,79.9
31.35,282.48,1.0,109.89
14.1,38.09,3.0,23.99
17.26,77.16,1.0,59.9
13.08,82.98,1.0,69.9
15.14,70.14,7.0,55.0
28.06,123.34,1.0,95.28
11.85,36.75,1.0,24.9
23.35,133.25,1.0,109.9
10.03,219.03,4.0,209.0
16.54,72.68,1.0,19.8
7.8,84.75,3.0,76.95
58.69,177.69,1.0,119.0
12.48,54.98,5.0,42.5
33.14,253.13,1.0,219.99
32.64,205.28,2.0,70.0
59.8,244.4,7.0,429.0
19.88,159.36,2.0,59.8
34.85,184.85,2.0,150.0
18.21,368.11,8.0,349.9
47.49,1537.38,4.0,464.97
43.13,703.5,4.0,191.36
26.79,67.29,2.0,40.5
18.12,143.02,6.0,124.9
7.49,97.39,1.0,89.9
15.67,128.66,5.0,112.99
14.44,47.34,4.0,32.9
21.15,53.05,5.0,31.9
18.43,108.33,4.0,89.9
16.5,122.4,3.0,105.9
29.04,153.68,1.0,47.8
15.56,45.46,4.0,29.9
16.32,96.22,9.0,79.9
13.98,70.97,2.0,56.99
45.75,326.25,1.0,63.0
18.34,52.84,1.0,34.5
26.86,106.76,1.0,79.9
39.42,837.36,2.0,239.7
35.62,97.71,1.0,159.8
11.85,25.84,1.0,13.99
22.0,237.0,1.0,215.0
31.96,691.88,7.0,313.98
106.39,436.38,2.0,329.99
32.86,194.85,4.0,161.99
18.09,137.99,1.0,119.9
15.45,65.35,1.0,49.9
7.65,63.65,1.0,56.0
11.85,61.85,1.0,50.0
7.78,66.78,1.0,59.0
19.53,67.43,6.0,47.9
22.67,54.67,2.0,32.0
8.44,178.43,1.0,169.99
13.67,106.91,2.0,93.24
24.17,70.17,1.0,46.0
15.72,510.72,3.0,495.0
17.62,186.62,2.0,169.0
15.1,53.0,1.0,37.9
13.44,73.34,2.0,59.9
28.84,91.74,3.0,62.9
18.25,71.15,2.0,52.9
15.37,54.32,1.0,38.95
26.94,51.06,5.0,24.12
15.1,55.1,1.0,40.0
14.62,139.61,10.0,124.99
17.69,166.59,3.0,148.9
27.62,254.76,10.0,227.14
17.63,45.62,1.0,27.99
25.58,138.76,1.0,43.8
21.01,96.0,2.0,74.99
15.56,130.56,2.0,115.0
15.12,67.76,4.0,52.64
53.26,215.16,8.0,161.9
11.85,31.8,1.0,19.95
13.44,72.99,5.0,59.55
18.7,368.69,10.0,349.99
16.11,64.11,1.0,48.0
19.07,157.07,1.0,138.0
0.0,99.9,2.0,99.9
47.0,622.0,8.0,264.0
7.54,47.53,1.0,39.99
22.73,202.72,10.0,179.99
13.02,110.01,1.0,96.99
8.11,38.01,1.0,29.9
15.52,111.42,2.0,95.9
16.92,326.82,10.0,309.9
12.48,45.98,1.0,33.5
14.96,109.86,1.0,94.9
17.63,39.62,3.0,21.99
30.34,300.28,2.0,119.8
11.85,33.85,1.0,22.0
14.1,39.09,1.0,24.99
14.52,61.46,1.0,46.94
23.9,142.9,3.0,119.0
14.75,69.75,1.0,55.0
12.48,72.38,5.0,59.9
9.09,114.09,1.0,105.0
9.44,99.43,8.0,89.99
18.23,64.13,1.0,45.9
8.9,86.88,1.0,77.98
26.94,124.48,3.0,35.3
15.17,75.16,1.0,59.99
154.72,4138.88,8.0,880.0
18.05,53.05,1.0,35.0
26.0,371.96,3.0,159.98
38.24,136.14,4.0,97.9
38.36,689.91,8.0,651.55
34.32,234.31,4.0,199.99
17.6,57.3,1.0,39.7
45.09,135.08,1.0,89.99
18.59,68.49,1.0,49.9
14.3,197.29,4.0,182.99
20.99,70.9,1.0,49.91
11.93,114.83,4.0,102.9
15.23,38.22,3.0,22.99
8.82,58.72,5.0,49.9
21.68,191.58,1.0,169.9
26.57,96.47,4.0,69.9
12.91,47.9,1.0,34.99
18.2,171.2,2.0,153.0
18.14,223.14,10.0,205.0
15.23,40.22,1.0,24.99
15.27,211.17,2.0,195.9
16.11,65.81,6.0,49.7
15.92,182.72,5.0,166.8
14.13,74.03,1.0,59.9
19.32,59.32,5.0,40.0
16.2,615.85,10.0,599.65
7.78,37.77,1.0,29.99
9.38,73.38,3.0,64.0
17.95,117.85,2.0,99.9
16.29,91.29,1.0,75.0
7.65,62.65,1.0,55.0
19.01,78.91,1.0,59.9
16.0,194.9,5.0,178.9
15.23,27.23,1.0,12.0
17.63,55.63,1.0,38.0
15.1,55.0,2.0,39.9
9.43,106.93,1.0,97.5
23.54,129.44,2.0,105.9
20.0,531.6,1.0,245.8
15.23,49.73,1.0,34.5
21.82,211.72,4.0,189.9
15.79,24.69,1.0,8.9
12.22,157.21,1.0,144.99
18.0,167.94,11.0,129.0
7.78,27.77,1.0,19.99
12.69,44.59,1.0,31.9
31.76,503.48,8.0,219.98
26.19,156.19,3.0,130.0
17.31,247.21,8.0,229.9
25.37,294.76,6.0,122.01
13.61,97.51,1.0,83.9
118.8,558.4000000000001,8.0,439.6
22.59,67.49,1.0,44.9
70.41,1069.41,10.0,999.0
21.74,200.64,10.0,178.9
9.27,45.17,1.0,35.9
15.91,275.9,3.0,259.99
48.48,197.48,2.0,149.0
15.1,44.1,3.0,29.0
18.26,117.26,2.0,99.0
15.1,55.09,1.0,39.99
38.46,168.36,4.0,129.9
11.85,51.84,5.0,39.99
87.09,1070.37,5.0,269.70000000000005
30.34,639.34,6.0,609.0
17.63,56.63,1.0,39.0
18.66,98.65,2.0,79.99
