total_freight_value,total_payment,payment_installments,total_price
11.85,61.75,1.0,49.9
13.79,75.69,4.0,61.9
14.1,63.1,1.0,49.0
11.86,63.76,2.0,51.9
24.34,194.24,3.0,169.9
15.79,40.78,1.0,24.99
22.7,222.69,1.0,199.99
15.18,75.17,1.0,59.99
14.03,78.03,4.0,64.0
34.55,141.55,7.0,107.0
9.74,35.74,1.0,26.0
21.68,191.68,5.0,170.0
14.51,74.41,1.0,59.9
20.84,35.74,3.0,14.9
14.16,129.06,3.0,114.9
8.94,35.84,1.0,26.9
11.23,98.22,1.0,86.99
15.61,138.6,6.0,122.99
16.79,61.69,1.0,44.9
28.41,310.28,5.0,129.8
25.6,310.28,1.0,130.46
13.06,101.06,2.0,88.0
13.14,113.13,2.0,99.99
9.77,117.77,1.0,108.0
8.72,48.62,1.0,39.9
13.52,84.49,1.0,70.97
15.13,69.12,1.0,53.99
14.23,82.23,1.0,68.0
18.31,48.21,1.0,29.9
19.94,158.94,1.0,139.0
12.43,45.43,1.0,33.0
11.85,39.15,3.0,27.3
19.55,142.54,2.0,122.99
39.18,310.28,8.0,119.94
15.1,50.0,1.0,34.9
27.72,90.62,4.0,62.9
17.22,110.12,5.0,92.9
16.14,215.14,8.0,199.0
27.51,92.5,3.0,64.99
12.89,96.89,1.0,84.0
13.77,40.67,1.0,26.9
7.46,36.46,2.0,29.0
30.2,136.0,1.0,37.8
8.88,40.78,2.0,31.9
23.85,173.84,1.0,149.99
14.8,109.2,3.0,39.8
14.78,149.52,1.0,59.98
8.72,50.62,1.0,41.9
12.23,242.13,3.0,229.9
7.43,31.4,1.0,23.97
15.95,135.85,1.0,119.9
14.71,71.61,2.0,56.9
11.74,38.64,1.0,26.9
9.55,69.45,1.0,59.9
12.85,71.85,5.0,59.0
14.22,106.22,1.0,92.0
17.09,137.08,2.0,119.99
8.72,28.62,1.0,19.9
17.59,286.59,4.0,269.0
18.19,268.18,1.0,249.99
39.06,273.72,4.0,97.8
15.11,54.61,5.0,39.5
7.78,56.77,1.0,48.99
9.44,38.93,1.0,29.49
27.58,164.96,8.0,54.9
13.34,163.24,1.0,149.9
19.0,179.0,3.0,160.0
16.11,34.91,2.0,18.8
16.79,48.69,1.0,31.9
18.24,38.14,1.0,19.9
7.87,17.87,1.0,10.0
12.43,47.43,1.0,35.0
17.16,147.15,1.0,129.99
25.7,85.5,1.0,59.8
34.24,134.21,1.0,99.97
33.2,226.0,1.0,79.8
30.38,150.37,2.0,119.99
12.97,108.12,1.0,95.15
7.78,56.78,5.0,49.0
15.45,65.35,1.0,49.9
14.52,38.42,1.0,23.9
13.57,92.57,1.0,79.0
14.11,35.01,2.0,20.9
11.85,36.35,1.0,24.5
14.52,34.42,3.0,19.9
25.63,55.62,1.0,29.99
12.48,47.38,1.0,34.9
20.51,240.41,4.0,219.9
14.53,124.53,1.0,110.0
28.81,233.81,5.0,205.0
18.45,68.4,6.0,49.95
14.13,74.03,2.0,59.9
19.25,184.15,6.0,164.9
19.53,68.63,1.0,49.1
0.0,69.9,1.0,69.9
23.07,73.06,1.0,49.99
16.32,40.65,4.0,24.33
15.3,75.2,1.0,59.9
19.81,179.8,1.0,159.99
14.86,169.86,8.0,155.0
15.1,51.0,5.0,35.9
16.22,309.12,3.0,279.9
7.39,47.39,4.0,40.0
20.51,166.41,1.0,145.9
15.18,76.68,1.0,61.5
11.85,39.84,3.0,27.99
37.04,77.03,5.0,39.99
8.11,26.11,1.0,18.0
38.47,128.46,2.0,89.99
19.61,79.51,3.0,59.9
8.72,38.62,3.0,29.9
12.69,59.99,1.0,47.3
13.37,54.17,1.0,40.8
8.82,66.82,1.0,58.0
18.23,30.48,1.0,12.25
18.73,178.69,8.0,159.96
17.6,37.5,3.0,19.9
7.95,106.95,1.0,99.0
35.94,299.76,8.0,113.94
15.1,31.1,1.0,16.0
12.79,42.79,1.0,30.0
38.64,149.24,7.0,35.98
15.24,238.48,3.0,104.0
33.15,133.05,5.0,99.9
14.86,113.76,4.0,98.9
15.1,64.1,2.0,49.0
25.86,207.72,1.0,78.0
20.0,205.81,3.0,185.81
11.73,71.22,1.0,59.49
15.28,41.27,1.0,25.99
24.06,204.06,5.0,180.0
16.33,36.28,1.0,19.95
34.85,184.75,4.0,149.9
14.1,32.09,1.0,17.99
18.31,48.3,4.0,29.99
18.16,148.06,1.0,129.9
15.11,60.1,1.0,44.99
21.67,190.57,2.0,168.9
34.12,143.24,1.0,37.5
26.86,289.72,4.0,118.0
39.0,307.4,5.0,114.7
13.71,50.71,1.0,37.0
13.62,195.94,1.0,182.32
18.23,68.13,1.0,49.9
18.99,178.09,1.0,159.1
8.29,27.19,1.0,18.9
25.26,135.16,2.0,109.9
16.35,166.35,2.0,150.0
7.78,47.68,4.0,39.9
12.72,96.72,2.0,84.0
35.2,270.36,6.0,99.98
14.72,94.62,1.0,79.9
23.7,135.36,1.0,43.98
15.1,56.0,1.0,40.9
25.95,225.94,2.0,199.99
15.1,50.09,5.0,34.99
15.89,178.89,3.0,163.0
15.26,69.25,1.0,53.99
35.72,225.62,3.0,189.9
18.99,36.89,2.0,17.9
8.54,247.54,5.0,239.0
13.57,92.57,1.0,79.0
21.13,91.03,4.0,69.9
13.45,157.45,3.0,144.0
18.37,147.37,1.0,129.0
14.41,109.31,1.0,94.9
22.93,72.83,4.0,49.9
7.39,37.37,1.0,29.98
22.06,61.06,1.0,39.0
35.84,269.28,4.0,98.8
30.2,256.4,2.0,98.0
14.3,93.3,1.0,79.0
12.79,51.79,2.0,39.0
12.11,142.01,6.0,129.9
16.53,126.48,1.0,109.95
23.78,163.68,1.0,139.9
36.19,156.19,3.0,120.0
16.39,106.38,1.0,89.99
22.06,64.05,2.0,41.99
16.74,165.74,3.0,149.0
23.5,123.49,1.0,99.99
16.47,88.47,4.0,72.0
14.24,84.14,4.0,69.9
14.81,86.41,1.0,71.6
23.62,152.62,1.0,129.0
38.28,142.97,3.0,104.69
17.89,109.89,5.0,92.0
18.1,139.0,5.0,120.9
17.63,66.63,3.0,49.0
19.32,67.32,1.0,48.0
18.0,267.99,3.0,249.99
21.75,201.65,1.0,179.9
23.7,145.36,1.0,48.98
13.25,113.15,3.0,99.9
15.39,105.29,1.0,89.9
9.34,55.24,5.0,45.9
11.73,71.72,7.0,59.99
26.45,256.35,1.0,229.9
18.52,200.52,1.0,182.0
15.1,60.1,1.0,45.0
17.03,216.93,5.0,199.9
34.29,104.19,4.0,69.9
12.8,32.7,3.0,19.9
17.6,210.6,4.0,193.0
24.26,204.24,5.0,179.98
15.34,50.24,1.0,34.9
18.8,118.7,2.0,99.9
19.04,48.04,4.0,29.0
17.66,75.65,1.0,57.99
7.78,38.28,1.0,30.5
13.71,58.56,1.0,44.85
25.68,151.32,7.0,49.98
9.34,48.24,1.0,38.9
14.52,39.42,2.0,24.9
24.01,234.0,2.0,209.99
8.72,83.72,2.0,75.0
17.99,44.99,2.0,27.0
16.79,65.79,5.0,49.0
17.78,93.28,1.0,75.5
18.87,129.19,2.0,110.32
25.38,190.72,1.0,69.98
22.93,67.83,1.0,44.9
15.32,95.22,1.0,79.9
18.55,83.44,1.0,64.89
28.2,126.36,5.0,34.98
15.38,105.28,4.0,89.9
8.91,88.9,8.0,79.99
16.79,51.39,2.0,34.6
8.96,38.95,3.0,29.99
15.1,24.42,2.0,9.32
12.74,69.73,6.0,56.99
18.54,152.68,1.0,57.8
9.34,49.24,1.0,39.9
18.12,138.11,6.0,119.99
20.57,210.47,4.0,189.9
20.27,206.08,6.0,185.81
18.09,137.99,1.0,119.9
17.76,175.52,4.0,70.0
30.48,140.92,4.0,39.98
18.51,108.0,3.0,89.49
16.35,100.25,2.0,83.9
15.74,107.29,5.0,91.55
8.97,40.97,1.0,32.0
8.39,98.29,1.0,89.9
25.74,310.28,3.0,279.9
37.55,96.45,4.0,58.9
16.05,60.95,3.0,44.9
18.29,166.29,3.0,148.0
8.72,54.62,1.0,45.9
17.78,47.68,3.0,29.9
18.94,138.84,1.0,119.9
13.04,98.54,4.0,85.5
11.73,31.72,1.0,19.99
18.7,147.7,1.0,129.0
14.5,72.39,3.0,57.89
25.63,40.53,1.0,14.9
29.18,297.96,3.0,119.8
12.67,87.66,1.0,74.99
14.68,67.58,1.0,52.9
39.18,140.08,2.0,99.0
16.39,106.29,4.0,89.9
16.98,224.02,5.0,95.03
15.1,45.09,1.0,29.99
23.48,146.92,1.0,49.98
30.48,140.92,4.0,39.98
16.39,106.29,2.0,89.9
19.29,189.19,2.0,169.9
18.47,71.37,1.0,52.9
18.23,63.13,2.0,44.9
14.11,63.81,1.0,49.7
16.18,76.08,3.0,59.9
17.96,261.96,1.0,244.0
17.26,80.26,1.0,63.0
18.18,135.96,5.0,49.8
7.78,32.78,1.0,25.0
23.07,104.97,1.0,81.9
32.22,264.04,2.0,99.8
12.69,61.59,2.0,48.9
23.75,158.75,5.0,135.0
15.1,45.0,1.0,29.9
23.33,167.13,3.0,143.8
15.1,62.0,1.0,46.9
8.27,18.17,1.0,9.9
39.18,190.37,2.0,149.99
16.39,106.29,6.0,89.9
14.28,175.18,5.0,160.9
15.29,275.19,8.0,259.9
14.17,74.17,1.0,60.0
32.86,122.76,3.0,89.9
11.85,31.75,1.0,19.9
16.4,251.4,3.0,235.0
18.14,145.14,2.0,127.0
7.78,72.68,7.0,64.9
15.1,28.08,1.0,12.98
14.1,23.6,1.0,9.5
26.25,116.24,2.0,89.99
15.3,44.2,1.0,28.9
17.6,53.5,4.0,35.9
7.78,25.77,1.0,17.99
13.16,116.06,1.0,102.9
7.78,34.68,1.0,26.9
16.79,36.68,2.0,19.89
18.29,45.18,1.0,26.89
14.32,99.22,4.0,84.9
15.1,35.0,3.0,19.9
7.78,36.78,1.0,29.0
9.44,187.94,3.0,178.5
19.72,87.63,5.0,67.91
17.8,96.8,2.0,79.0
16.83,235.83,1.0,219.0
17.37,80.27,1.0,62.9
15.1,45.09,1.0,29.99
18.23,36.22,1.0,17.99
14.08,43.98,3.0,29.9
13.76,38.75,1.0,24.99
18.52,78.51,1.0,59.99
30.22,200.44,1.0,70.0
15.1,35.0,1.0,19.9
35.34,310.28,1.0,119.8
17.26,95.26,1.0,78.0
18.23,43.18,1.0,24.95
38.64,232.88,2.0,77.8
16.25,85.74,3.0,69.49
11.85,77.75,7.0,65.9
13.54,87.42,1.0,73.88
16.11,31.01,2.0,14.9
12.37,178.27,3.0,165.9
7.78,36.77,3.0,28.99
13.43,72.43,7.0,59.0
15.23,47.13,1.0,31.9
18.46,237.46,1.0,219.0
8.72,30.72,3.0,22.0
21.15,46.05,1.0,24.9
15.38,105.28,4.0,89.9
13.47,63.46,6.0,49.99
15.87,170.87,3.0,155.0
12.94,128.94,1.0,116.0
18.19,169.49,3.0,151.3
8.72,73.72,1.0,65.0
15.24,35.24,1.0,20.0
11.99,81.89,1.0,69.9
7.39,35.29,1.0,27.9
7.39,66.39,1.0,59.0
16.79,61.69,3.0,44.9
14.98,111.78,1.0,96.8
18.23,37.13,1.0,18.9
23.02,123.02,2.0,100.0
7.78,66.78,1.0,59.0
21.35,99.35,3.0,78.0
16.74,95.74,3.0,79.0
17.16,92.15,1.0,74.99
7.78,32.78,1.0,25.0
13.85,83.75,1.0,69.9
32.64,184.88,1.0,59.8
15.52,75.51,7.0,59.99
14.34,99.33,4.0,84.99
17.87,105.87,8.0,88.0
25.22,151.91,3.0,126.69
7.78,37.77,1.0,29.99
14.78,113.56,1.0,42.0
15.44,95.34,1.0,79.9
15.56,40.31,2.0,24.75
18.28,118.18,4.0,99.9
7.78,62.68,3.0,54.9
22.06,42.05,4.0,19.99
9.73,149.73,2.0,140.0
11.73,21.72,2.0,9.99
23.08,62.98,2.0,39.9
21.52,84.51,4.0,62.99
8.93,88.92,1.0,79.99
27.57,310.28,2.0,128.8
13.11,243.01,1.0,229.9
7.39,32.38,3.0,24.99
8.29,156.29,2.0,148.0
13.78,108.68,1.0,94.9
16.16,73.65,1.0,57.49
12.55,162.55,5.0,150.0
7.78,21.77,1.0,13.99
20.08,105.07,5.0,84.99
8.75,88.64,1.0,79.89
19.28,164.27,1.0,144.99
13.37,39.1,1.0,25.73
15.1,27.0,2.0,11.9
19.15,168.8,1.0,149.65
15.79,91.84,2.0,76.05
16.15,71.15,1.0,55.0
26.74,121.64,2.0,94.9
13.47,187.47,2.0,174.0
23.42,112.42,1.0,89.0
14.24,84.23,4.0,69.99
12.93,51.92,2.0,38.99
25.74,154.74,3.0,129.0
18.92,138.82,1.0,119.9
34.79,284.68,7.0,249.89
18.02,83.02,1.0,65.0
12.79,55.29,1.0,42.5
18.3,46.2,2.0,27.9
16.05,34.04,1.0,17.99
7.39,20.19,2.0,12.8
19.26,215.25,2.0,195.99
15.17,75.07,7.0,59.9
20.9,85.89,1.0,64.99
18.73,88.72,2.0,69.99
15.79,47.79,1.0,32.0
37.26,237.26,4.0,200.0
18.31,48.3,4.0,29.99
7.87,22.77,2.0,14.9
23.7,151.0,1.0,51.8
7.47,37.37,1.0,29.9
33.43,173.33,3.0,139.9
17.06,42.55,1.0,25.49
35.2,270.0,1.0,99.8
8.29,55.37,1.0,47.08
7.49,97.29,1.0,89.8
12.64,175.64,2.0,163.0
12.69,57.69,5.0,45.0
27.65,217.55,5.0,189.9
16.54,128.54,1.0,112.0
16.11,56.01,2.0,39.9
11.73,47.63,3.0,35.9
15.42,150.44,5.0,59.8
7.78,27.77,2.0,19.99
14.1,29.46,1.0,15.36
13.87,135.77,5.0,121.9
15.1,49.4,1.0,34.3
15.1,36.15,1.0,21.05
13.95,163.95,3.0,150.0
18.23,31.43,1.0,13.2
8.11,28.01,2.0,19.9
17.76,105.0,1.0,34.74
12.43,47.43,1.0,35.0
32.22,184.4,6.0,59.98
19.53,99.43,1.0,79.9
13.05,79.95,3.0,66.9
14.78,113.77,5.0,98.99
19.32,68.22,6.0,48.9
8.17,139.17,6.0,131.0
16.5,266.4,5.0,249.9
14.57,71.56,3.0,56.99
18.2,153.2,2.0,135.0
16.11,62.01,2.0,45.9
15.1,33.09,2.0,17.99
39.18,200.53,4.0,159.9
28.2,129.44,1.0,36.52
12.79,26.78,1.0,13.99
18.3,47.29,4.0,28.99
7.78,72.78,2.0,65.0
22.32,283.32,5.0,261.0
14.56,234.46,1.0,219.9
15.79,35.69,1.0,19.9
14.1,49.09,1.0,34.99
9.34,69.33,1.0,59.99
15.1,55.0,5.0,39.9
26.75,228.75,1.0,49.5
34.48,132.13,1.0,97.65
12.98,224.98,1.0,212.0
15.11,54.11,4.0,39.0
19.67,128.57,1.0,108.9
8.27,42.27,1.0,34.0
14.1,43.1,2.0,29.0
26.89,73.09,5.0,46.2
13.89,58.74,5.0,44.85
16.11,61.11,4.0,45.0
16.6,49.24,1.0,32.64
13.78,73.77,1.0,59.99
15.63,75.53,3.0,59.9
12.94,40.84,1.0,27.9
14.1,62.0,1.0,47.9
8.72,58.62,1.0,49.9
8.72,36.62,3.0,27.9
23.78,153.68,5.0,129.9
13.93,143.83,1.0,129.9
15.1,65.0,1.0,49.9
15.3,94.3,4.0,79.0
11.55,86.54,1.0,74.99
14.1,54.09,1.0,39.99
11.85,51.75,1.0,39.9
14.1,27.75,1.0,13.65
18.36,87.36,1.0,69.0
16.95,56.94,2.0,39.99
9.34,47.74,2.0,38.4
14.52,67.16,6.0,44.9
13.83,128.83,2.0,115.0
38.67,258.67,2.0,220.0
15.44,45.34,4.0,29.9
13.37,60.37,1.0,47.0
16.11,42.01,2.0,25.9
19.4,119.39,2.0,99.99
11.7,167.7,1.0,156.0
9.01,259.01,1.0,250.0
21.56,58.06,1.0,36.5
7.78,32.78,2.0,25.0
16.18,76.08,1.0,59.9
26.0,205.0,1.0,179.0
11.85,29.84,2.0,17.99
30.82,170.72,1.0,139.9
17.67,77.57,1.0,59.9
30.1,260.0,5.0,229.9
18.82,196.81,5.0,177.99
18.98,176.75,1.0,157.77
15.23,84.23,8.0,69.0
14.15,71.14,1.0,56.99
36.06,115.06,7.0,79.0
32.55,190.55,8.0,158.0
21.13,91.03,8.0,69.9
13.19,120.19,1.0,107.0
17.72,297.62,6.0,279.9
14.1,46.0,4.0,31.9
15.1,34.0,1.0,18.9
16.79,48.69,1.0,31.9
27.86,216.86,4.0,189.0
8.23,148.22,5.0,139.99
8.27,58.22,1.0,49.95
15.7,151.6,3.0,135.9
27.08,51.98,3.0,24.9
10.96,24.96,1.0,14.0
29.04,249.6,1.0,95.76
9.34,69.34,1.0,60.0
16.35,166.35,1.0,150.0
9.51,108.51,6.0,99.0
23.21,113.2,2.0,89.99
15.1,31.6,1.0,16.5
16.14,116.13,1.0,99.99
13.78,122.78,6.0,109.0
21.22,81.12,1.0,59.9
8.27,58.27,1.0,50.0
18.48,310.28,4.0,139.8
33.08,132.08,1.0,99.0
14.52,34.42,2.0,19.9
15.16,168.16,2.0,153.0
30.2,143.2,4.0,41.4
18.23,34.22,3.0,15.99
14.11,121.91,2.0,107.8
18.42,247.46,2.0,229.04
20.57,218.07,1.0,197.5
14.1,32.09,3.0,17.99
0.0,99.9,3.0,99.9
20.4,79.39,1.0,58.99
12.7,63.6,5.0,50.9
15.11,65.11,6.0,50.0
39.18,116.74,5.0,73.99
35.2,88.4,2.0,9.0
13.25,113.15,1.0,99.9
16.53,126.48,1.0,109.95
8.72,53.7,1.0,44.98
22.2,61.2,1.0,39.0
16.24,103.14,5.0,86.9
23.07,219.21,6.0,50.0
13.37,52.37,1.0,39.0
23.33,99.33,4.0,76.0
28.02,209.97,2.0,41.97
8.31,159.31,5.0,151.0
7.78,35.78,1.0,28.0
13.78,163.68,1.0,149.9
13.37,57.27,1.0,43.9
15.85,255.75,8.0,239.9
14.96,157.92,3.0,64.0
14.79,83.79,1.0,69.0
16.79,52.69,1.0,35.9
25.26,85.16,4.0,59.9
14.1,42.0,1.0,27.9
7.78,71.78,1.0,64.0
15.1,50.0,1.0,34.9
13.44,73.34,2.0,59.9
7.78,47.68,1.0,39.9
13.92,62.82,1.0,48.9
14.1,44.09,1.0,29.99
23.7,121.4,1.0,37.0
10.32,180.32,1.0,170.0
15.28,72.18,1.0,56.9
14.1,64.09,1.0,49.99
21.15,35.55,1.0,14.4
15.39,105.38,6.0,89.99
12.2,111.9,5.0,99.7
8.88,170.58,3.0,161.7
7.47,37.47,1.0,30.0
21.05,100.95,4.0,79.9
14.1,34.09,1.0,19.99
13.53,112.53,3.0,99.0
18.32,50.3,1.0,31.98
23.7,241.4,2.0,97.0
12.61,57.51,2.0,44.9
28.89,128.88,2.0,99.99
14.37,102.37,6.0,88.0
17.64,155.28,1.0,60.0
32.28,211.28,1.0,179.0
7.87,56.77,1.0,48.9
11.88,81.78,8.0,69.9
17.63,57.53,3.0,39.9
8.11,36.01,1.0,27.9
16.79,46.78,4.0,29.99
24.84,52.74,5.0,27.9
27.49,206.49,1.0,179.0
7.53,102.53,1.0,95.0
14.1,33.09,1.0,18.99
9.79,104.79,3.0,95.0
16.11,59.01,2.0,42.9
15.79,164.79,1.0,149.0
18.72,138.72,2.0,120.0
16.42,111.02,1.0,94.6
15.3,93.3,1.0,78.0
18.09,137.99,4.0,119.9
9.65,129.64,2.0,119.99
9.47,169.37,2.0,159.9
15.12,67.76,2.0,52.64
14.23,83.23,3.0,69.0
19.76,148.76,1.0,129.0
12.92,81.91,8.0,68.99
15.24,85.14,1.0,69.9
15.23,51.13,4.0,35.9
19.32,61.32,1.0,42.0
15.52,125.52,1.0,110.0
12.87,42.17,1.0,29.3
18.87,128.77,3.0,109.9
39.18,149.56,1.0,32.489999999999995
16.05,51.05,1.0,35.0
15.78,225.78,3.0,210.0
8.27,29.6,1.0,21.33
15.18,75.17,1.0,59.99
24.35,44.25,4.0,19.9
15.1,65.0,5.0,49.9
26.06,241.62,4.0,215.56
15.31,45.28,1.0,29.97
18.89,64.79,1.0,45.9
15.24,84.43,2.0,69.19
21.15,51.05,5.0,29.9
31.21,222.38,1.0,79.98
18.72,228.62,8.0,209.9
19.8,99.7,7.0,79.9
12.72,202.71,4.0,189.99
12.22,157.21,3.0,144.99
17.66,67.56,4.0,49.9
17.74,87.64,2.0,69.9
19.38,46.28,1.0,26.9
28.34,227.34,2.0,199.0
15.65,144.65,3.0,129.0
11.85,46.85,2.0,35.0
18.92,167.39,4.0,148.47
18.93,211.93,1.0,193.0
35.21,155.15,6.0,119.94
11.9,68.89,2.0,56.99
39.18,214.48,2.0,64.99000000000001
11.9,68.89,1.0,56.99
14.78,115.56,2.0,43.0
15.94,134.94,4.0,119.0
22.31,282.31,6.0,260.0
16.3,94.05,4.0,77.75
14.1,54.0,1.0,39.9
7.78,41.58,2.0,33.8
11.85,30.84,1.0,18.99
26.74,228.68,6.0,87.6
38.97,138.97,2.0,100.0
15.28,40.27,1.0,24.99
17.68,96.67,3.0,78.99
14.1,27.07,2.0,12.97
15.01,194.5,3.0,179.49
27.42,246.44,4.0,95.8
18.06,133.06,2.0,115.0
8.72,41.62,2.0,32.9
9.78,159.68,2.0,149.9
16.11,55.11,2.0,39.0
33.11,128.1,1.0,94.99
14.42,214.41,2.0,199.99
19.49,61.58,1.0,42.09
26.16,86.15,3.0,59.99
24.48,64.38,1.0,39.9
18.23,48.13,1.0,29.9
20.07,138.97,6.0,118.9
11.15,78.15,1.0,67.0
11.85,17.85,1.0,6.0
32.21,200.21,4.0,168.0
10.96,55.96,1.0,45.0
15.52,125.42,1.0,109.9
9.51,109.5,5.0,99.99
19.01,149.0,7.0,129.99
16.36,71.36,3.0,55.0
13.08,88.08,1.0,75.0
16.94,153.84,1.0,59.98
23.75,158.74,1.0,134.99
7.78,42.68,1.0,34.9
20.97,95.57,2.0,74.6
13.37,63.27,1.0,49.9
16.88,79.87,1.0,62.99
24.89,310.28,6.0,279.9
17.76,90.75,1.0,72.99
12.54,161.54,4.0,149.0
19.38,45.78,1.0,26.4
14.48,69.48,1.0,55.0
16.39,125.38,1.0,108.99
16.28,235.28,4.0,219.0
21.25,130.15,1.0,108.9
18.82,164.31,1.0,145.49
9.1,174.7,1.0,165.6
12.79,42.77,4.0,29.98
30.2,104.36,1.0,21.98
16.11,34.1,2.0,17.99
16.86,174.36,1.0,157.5
16.43,51.33,5.0,34.9
18.23,57.03,1.0,38.8
28.2,200.0,1.0,71.8
13.05,68.55,4.0,55.5
23.35,102.35,1.0,79.0
14.1,59.09,5.0,44.99
16.22,226.22,3.0,210.0
18.49,67.49,3.0,49.0
17.76,215.52,1.0,90.0
7.78,56.78,2.0,49.0
23.82,142.82,2.0,119.0
24.2,174.1,2.0,149.9
8.72,36.72,3.0,28.0
23.36,134.16,5.0,110.8
26.27,231.27,1.0,205.0
13.79,123.69,1.0,109.9
10.96,46.86,1.0,35.9
15.49,70.49,1.0,55.0
15.1,64.1,3.0,49.0
15.38,105.28,2.0,89.9
9.03,49.03,2.0,40.0
22.19,84.69,1.0,62.5
19.39,79.29,1.0,59.9
19.58,75.68,2.0,56.1
8.27,34.17,1.0,25.9
7.39,21.04,1.0,13.65
13.36,186.34,1.0,79.8
22.06,67.06,1.0,45.0
19.46,89.45,2.0,69.99
13.72,180.71,3.0,166.99
13.82,47.82,1.0,34.0
8.88,56.78,1.0,47.9
17.73,86.73,1.0,69.0
11.03,71.03,1.0,60.0
22.9,161.9,4.0,139.0
38.02,197.02,1.0,159.0
17.8,96.8,1.0,79.0
7.39,21.16,2.0,13.77
19.06,188.06,4.0,169.0
14.22,106.21,3.0,91.99
22.06,40.96,1.0,18.9
8.72,48.71,1.0,39.99
18.72,228.32,3.0,209.6
26.54,242.48,3.0,215.94
16.19,101.19,2.0,85.0
15.1,64.1,1.0,49.0
22.27,70.17,7.0,47.9
9.14,121.14,8.0,112.0
16.16,73.06,6.0,56.9
39.18,268.48,1.0,229.04
8.27,44.27,2.0,36.0
7.39,22.38,2.0,14.99
18.98,144.23,1.0,125.25
15.41,60.31,3.0,44.9
35.7,85.6,1.0,49.9
15.88,131.76,5.0,50.0
12.52,158.52,6.0,146.0
11.92,71.82,1.0,59.9
15.09,204.08,3.0,188.99
9.42,69.32,5.0,59.9
37.9,75.4,2.0,37.5
18.27,43.17,1.0,24.9
27.17,117.16,3.0,89.99
9.58,119.48,5.0,109.9
8.91,88.11,1.0,79.2
15.56,214.72,1.0,91.8
30.2,116.4,1.0,28.0
9.44,98.62,4.0,89.18
15.56,147.12,2.0,58.0
16.16,216.15,2.0,199.99
16.95,116.94,2.0,99.99
21.18,65.08,5.0,43.9
14.39,292.39,3.0,278.0
34.66,157.27,6.0,122.61
23.39,113.29,1.0,89.9
23.24,117.74,8.0,94.5
17.7,81.42,5.0,63.72
15.56,216.44,1.0,92.66
30.56,161.08,3.0,49.98
8.72,81.72,4.0,73.0
9.44,99.43,2.0,89.99
16.95,116.94,3.0,99.99
15.1,65.09,1.0,49.99
15.71,152.71,1.0,137.0
13.9,59.87,5.0,45.97
27.1,106.1,6.0,79.0
7.87,16.77,1.0,8.9
18.79,148.79,2.0,130.0
11.73,169.73,1.0,158.0
12.79,33.79,3.0,21.0
23.75,158.74,2.0,134.99
15.1,37.0,1.0,21.9
23.46,148.48,1.0,125.02
14.44,64.34,3.0,49.9
13.14,157.55,2.0,144.41
17.67,66.67,1.0,49.0
24.83,310.28,5.0,279.9
15.79,163.79,6.0,148.0
16.95,186.71,1.0,169.76
16.11,66.1,1.0,49.99
33.32,298.64,1.0,116.0
12.69,57.59,2.0,44.9
18.29,167.29,8.0,149.0
8.9,38.89,1.0,29.99
10.32,300.22,8.0,279.9
15.56,131.26,1.0,115.7
14.85,124.8,3.0,109.95
7.78,10.07,1.0,2.29
8.24,148.24,3.0,140.0
15.64,225.14,1.0,209.5
15.87,175.77,5.0,159.9
33.64,227.06,4.0,79.89
18.67,99.67,1.0,81.0
37.04,52.04,1.0,15.0
15.63,75.53,1.0,59.9
14.08,43.98,4.0,29.9
20.36,180.26,1.0,159.9
17.88,107.78,5.0,89.9
15.1,65.0,1.0,49.9
9.46,189.46,2.0,180.0
16.79,48.69,1.0,31.9
17.52,199.52,1.0,182.0
15.1,55.0,5.0,39.9
23.82,118.82,1.0,95.0
28.98,257.98,4.0,229.0
30.22,94.02,1.0,63.8
23.46,153.36,7.0,129.9
24.9,134.9,5.0,110.0
12.01,211.91,2.0,199.9
30.2,160.4,6.0,50.0
8.35,164.32,3.0,155.97
11.85,31.75,1.0,19.9
7.39,37.37,1.0,29.98
7.78,23.78,2.0,16.0
16.31,95.31,1.0,79.0
17.78,52.78,5.0,35.0
13.08,88.08,1.0,75.0
15.51,74.51,1.0,59.0
19.45,244.45,3.0,225.0
17.06,34.95,1.0,17.89
27.14,81.54,1.0,54.4
31.62,166.62,1.0,135.0
18.33,126.33,1.0,108.0
19.32,38.07,1.0,18.75
24.82,310.28,6.0,279.9
20.12,44.24,1.0,24.12
12.75,162.65,3.0,149.9
14.1,36.09,1.0,21.99
16.19,172.16,5.0,155.97
16.25,86.15,1.0,69.9
16.05,31.05,1.0,15.0
25.81,163.81,4.0,138.0
8.96,118.95,1.0,109.99
13.22,108.12,3.0,94.9
18.23,158.13,3.0,139.9
14.88,129.72,1.0,49.98
15.63,75.53,3.0,59.9
15.57,144.57,4.0,129.0
15.52,125.42,1.0,109.9
11.99,81.89,8.0,69.9
14.16,244.15,4.0,229.99
14.1,49.1,2.0,35.0
35.38,310.28,1.0,124.99
7.39,32.38,2.0,24.99
15.5,205.4,8.0,189.9
23.3,95.29,8.0,71.99
19.88,149.88,1.0,130.0
19.41,209.41,1.0,190.0
21.37,147.37,3.0,126.0
15.31,95.31,6.0,80.0
12.48,44.38,1.0,31.9
9.74,22.73,1.0,12.99
29.26,310.28,1.0,131.8
16.35,71.34,3.0,54.99
12.69,47.59,4.0,34.9
13.07,82.97,4.0,69.9
