order_item_count,total_freight_value,total_payment,payment_installments,total_price
1,17.41,117.31,1.0,99.9
1,7.78,36.27,1.0,28.49
1,15.15,72.15,3.0,57.0
1,83.34,153.57,1.0,70.23
1,18.28,38.23,1.0,19.95
1,14.1,47.09,1.0,32.99
1,19.08,159.07,1.0,139.99
1,17.92,186.92,2.0,169.0
1,23.79,154.79,1.0,131.0
1,132.51,1082.51,10.0,950.0
1,14.1,64.09,3.0,49.99
2,16.28,276.56,1.0,122.0
1,24.35,72.35,1.0,48.0
1,19.73,89.72,4.0,69.99
2,34.07,370.1,8.0,150.98
2,26.48,524.48,10.0,498.0
1,15.23,41.13,1.0,25.9
1,11.79,111.69,10.0,99.9
1,8.11,38.01,1.0,29.9
1,11.8,97.51,9.0,85.71
1,8.27,31.76,1.0,23.49
1,11.86,61.76,1.0,49.9
1,17.0,96.9,3.0,79.9
1,18.13,875.9,1.0,857.77
1,17.16,147.15,1.0,129.99
1,7.71,27.7,1.0,19.99
1,13.43,123.42,2.0,109.99
1,15.23,45.22,1.0,29.99
1,12.03,112.02,1.0,99.99
1,11.85,51.75,2.0,39.9
1,12.18,151.18,2.0,139.0
1,15.17,75.07,2.0,59.9
2,284.98,1885.56,10.0,657.8
1,25.11,355.01,1.0,329.9
1,25.06,126.06,8.0,101.0
1,7.78,72.78,2.0,65.0
1,14.23,83.23,1.0,69.0
1,15.17,75.07,4.0,59.9
1,48.25,688.25,4.0,640.0
1,25.29,191.19,7.0,165.9
1,16.81,166.81,1.0,150.0
1,35.65,305.65,4.0,270.0
1,16.86,76.76,3.0,59.9
1,7.78,31.77,1.0,23.99
1,13.44,125.44,5.0,112.0
1,24.05,192.95,3.0,168.9
1,19.53,67.43,2.0,47.9
1,26.67,225.67,5.0,199.0
1,15.1,45.0,1.0,29.9
1,17.43,88.33,1.0,70.9
2,41.44,983.38,10.0,450.25
1,12.0,210.0,1.0,198.0
1,8.77,178.67,1.0,169.9
1,34.47,264.37,4.0,229.9
1,9.27,76.27,7.0,67.0
1,18.11,62.16,1.0,44.05
1,18.94,118.93,1.0,99.99
1,15.67,310.67,1.0,295.0
1,15.23,30.23,1.0,15.0
1,48.27,1898.27,5.0,1850.0
1,22.04,127.04,1.0,105.0
1,11.92,71.62,1.0,59.7
1,12.69,62.69,2.0,50.0
1,21.19,121.09,6.0,99.9
1,35.95,125.94,2.0,89.99
1,18.53,135.13,1.0,116.6
1,12.69,52.67,5.0,39.98
1,88.68,777.68,8.0,689.0
1,17.99,123.89,10.0,105.9
1,8.29,45.19,1.0,36.9
1,25.68,505.68,10.0,480.0
1,16.87,175.57,2.0,158.7
1,25.38,75.28,7.0,49.9
2,35.38,436.69,1.0,838.0
3,33.8,1121.37,1.0,339.99
1,37.04,65.03,1.0,27.99
1,14.72,73.71,1.0,58.99
1,13.61,52.51,1.0,38.9
1,12.89,211.89,10.0,199.0
1,45.69,166.59,5.0,120.9
1,7.55,37.54,1.0,29.99
1,8.64,38.63,1.0,29.99
1,15.29,74.28,1.0,58.99
2,25.38,162.76,1.0,56.0
1,18.21,368.11,8.0,349.9
1,11.73,77.72,7.0,65.99
1,16.79,46.78,1.0,29.99
1,23.6,88.5,1.0,64.9
1,21.82,211.81,8.0,189.99
1,12.91,47.91,1.0,35.0
1,29.36,388.36,6.0,359.0
1,17.6,57.5,5.0,39.9
1,17.6,50.5,1.0,32.9
1,13.5,148.49,1.0,134.99
1,23.22,52.72,1.0,29.5
1,92.16,510.16,1.0,418.0
3,48.43,576.36,5.0,143.70000000000002
1,15.45,115.35,6.0,99.9
1,27.17,115.17,1.0,88.0
1,13.85,132.85,4.0,119.0
1,15.79,65.69,1.0,49.9
1,18.27,118.17,1.0,99.9
1,13.92,93.82,1.0,79.9
1,0.0,99.9,8.0,99.9
2,36.04,511.68,10.0,219.8
1,9.91,157.91,1.0,148.0
2,41.44,958.88,2.0,438.0
1,9.45,188.94,3.0,179.49
1,20.33,140.33,10.0,120.0
1,14.15,71.14,3.0,56.99
1,14.44,65.94,6.0,51.5
1,18.71,343.71,8.0,325.0
1,13.89,88.89,2.0,75.0
3,45.69,259.92,1.0,40.95
1,20.45,477.45,5.0,457.0
1,15.1,65.0,1.0,49.9
1,11.85,57.75,5.0,45.9
2,0.0,116.9,1.0,233.8
1,27.59,217.59,1.0,190.0
1,11.85,46.85,1.0,35.0
1,11.74,55.73,5.0,43.99
2,35.26,57.53,1.0,79.8
1,15.38,55.37,2.0,39.99
2,34.58,165.29,1.0,296.0
4,63.16,182.76,1.0,119.6
2,15.32,64.2,1.0,113.08
1,27.0,255.0,8.0,228.0
1,14.71,71.7,6.0,56.99
1,15.37,85.27,1.0,69.9
2,18.72,317.4,1.0,139.98
1,25.38,55.28,1.0,29.9
1,16.11,44.01,2.0,27.9
1,18.19,148.09,1.0,129.9
1,14.34,99.33,1.0,84.99
1,16.79,65.79,2.0,49.0
1,15.74,235.64,1.0,219.9
1,15.73,153.73,2.0,138.0
1,17.19,366.19,4.0,349.0
1,20.59,376.49,3.0,355.9
1,43.35,2153.35,10.0,2110.0
1,17.67,77.57,2.0,59.9
1,19.43,85.33,1.0,65.9
1,35.29,210.29,8.0,175.0
2,38.14,755.88,1.0,339.8
1,20.27,206.08,3.0,185.81
2,53.7,105.85,1.0,158.0
1,12.05,90.05,5.0,78.0
1,14.1,30.0,1.0,15.9
1,15.13,70.03,1.0,54.9
1,44.68,374.58,5.0,329.9
2,41.88,270.84000000000003,4.0,499.8
1,16.39,106.38,1.0,89.99
1,12.79,25.78,1.0,12.99
1,16.63,71.62,3.0,54.99
1,7.72,72.72,1.0,65.0
1,17.6,62.5,1.0,44.9
1,14.08,63.98,1.0,49.9
1,9.51,109.41,1.0,99.9
1,57.58,187.57,1.0,129.99
1,9.4,156.77,1.0,147.37
1,17.42,87.42,1.0,70.0
1,12.09,95.99,1.0,83.9
1,70.24,820.24,4.0,750.0
1,22.47,131.37,2.0,108.9
1,19.84,61.74,3.0,41.9
1,12.05,92.04,4.0,79.99
1,21.14,120.04,1.0,98.9
1,15.93,184.93,3.0,169.0
1,13.89,138.89,2.0,125.0
1,18.09,137.99,6.0,119.9
1,13.78,73.68,1.0,59.9
1,18.23,40.13,1.0,21.9
1,37.12,67.02,6.0,29.9
2,26.32,193.06,6.0,359.8
1,12.6,112.5,1.0,99.9
1,18.99,262.99,8.0,244.0
2,23.46,143.26,7.0,119.8
2,35.2,230.0,1.0,79.8
1,24.71,94.61,6.0,69.9
1,11.85,44.35,4.0,32.5
2,22.24,340.12,1.0,658.0
1,15.82,168.54,1.0,152.72
1,21.38,148.36,1.0,126.98
1,19.79,105.29,6.0,85.5
1,25.77,518.77,8.0,493.0
1,18.23,43.22,4.0,24.99
1,19.55,111.1,1.0,91.55
1,44.28,113.16,4.0,68.88
1,17.02,341.02,8.0,324.0
1,19.04,47.94,1.0,28.9
1,30.6,70.2,1.0,39.6
1,27.2,63.1,1.0,35.9
1,13.82,128.72,1.0,114.9
1,18.23,55.23,2.0,37.0
1,8.72,62.21,6.0,53.49
1,13.44,73.43,1.0,59.99
1,13.92,193.81,8.0,179.89
1,16.04,144.94,4.0,128.9
2,48.2,730.2,4.0,316.9
1,8.72,29.71,1.0,20.99
1,7.61,57.51,1.0,49.9
1,14.52,32.52,1.0,18.0
1,15.8,165.8,7.0,150.0
1,11.85,26.75,2.0,14.9
2,52.86,305.32,2.0,99.8
1,15.27,70.35,1.0,55.08
1,19.63,68.63,1.0,49.0
1,22.85,102.75,3.0,79.9
1,12.82,111.82,5.0,99.0
1,15.41,95.31,4.0,79.9
1,12.48,27.38,1.0,14.9
1,15.66,145.56,10.0,129.9
1,15.79,37.69,2.0,21.9
1,8.27,35.17,1.0,26.9
1,7.39,61.08,1.0,53.69
1,12.79,32.78,3.0,19.99
1,8.88,68.78,2.0,59.9
1,57.65,197.64,1.0,139.99
2,32.36,304.32,10.0,119.8
1,12.79,42.69,1.0,29.9
1,15.27,184.17,10.0,168.9
1,19.95,249.95,8.0,230.0
1,7.39,27.29,1.0,19.9
1,16.13,69.13,5.0,53.0
1,15.24,85.14,2.0,69.9
1,8.32,88.31,2.0,79.99
1,53.41,243.4,4.0,189.99
1,14.1,42.09,1.0,27.99
1,8.72,35.72,3.0,27.0
1,19.55,142.54,2.0,122.99
2,35.26,286.12,2.0,107.8
1,121.76,239.56,8.0,117.8
1,14.76,159.75,1.0,144.99
1,47.53,190.53,3.0,143.0
1,15.42,60.42,6.0,45.0
1,13.56,142.56,2.0,129.0
1,9.74,74.74,1.0,65.0
1,7.57,51.57,5.0,44.0
1,13.26,193.25,3.0,179.99
1,18.99,111.99,4.0,93.0
1,15.56,42.46,3.0,26.9
1,7.39,35.38,1.0,27.99
2,30.2,216.0,10.0,77.8
1,16.03,199.03,1.0,183.0
1,11.86,62.86,4.0,51.0
1,11.61,411.6,8.0,399.99
1,45.62,1544.62,10.0,1499.0
1,20.82,210.72,1.0,189.9
1,19.42,179.32,10.0,159.9
1,16.46,116.36,3.0,99.9
1,16.41,48.41,2.0,32.0
2,30.2,176.4,1.0,58.0
1,20.99,150.89,1.0,129.9
1,21.3,137.3,3.0,116.0
1,20.96,113.92,5.0,92.96
1,20.98,90.88,1.0,69.9
1,13.44,73.34,2.0,59.9
1,12.42,271.42,1.0,259.0
2,49.62,479.8,8.0,909.98
1,38.47,158.37,1.0,119.9
1,33.83,1373.83,10.0,1340.0
1,18.24,69.14,1.0,50.9
1,8.72,63.62,3.0,54.9
1,10.59,178.58,1.0,167.99
1,11.85,24.1,1.0,12.25
2,70.26,903.5,8.0,381.49
2,36.72,223.04,6.0,74.8
1,16.79,66.69,6.0,49.9
1,17.94,116.94,3.0,99.0
1,7.43,32.33,1.0,24.9
1,22.0,237.0,8.0,215.0
1,17.84,102.74,3.0,84.9
1,20.99,70.89,1.0,49.9
1,13.71,46.71,4.0,33.0
1,14.16,72.36,6.0,58.2
1,19.75,78.65,1.0,58.9
1,15.1,32.0,1.0,16.9
1,12.81,65.81,1.0,53.0
2,35.94,120.87,1.0,205.8
4,55.44,133.86,1.0,480.0
1,12.86,41.36,1.0,28.5
1,7.82,87.72,3.0,79.9
2,36.88,393.36,10.0,159.8
1,312.41,1072.41,5.0,760.0
1,16.28,185.18,6.0,168.9
1,16.32,64.22,4.0,47.9
1,7.39,22.19,1.0,14.8
1,46.85,735.85,1.0,689.0
1,26.09,141.09,3.0,115.0
2,45.08,602.76,1.0,256.3
2,31.72,151.52,3.0,119.8
1,16.11,59.11,1.0,43.0
1,31.87,151.77,1.0,119.9
1,28.8,98.7,2.0,69.9
1,19.32,68.22,1.0,48.9
1,15.29,235.28,6.0,219.99
1,12.48,40.47,1.0,27.99
1,12.06,92.05,4.0,79.99
1,22.85,72.75,1.0,49.9
1,19.32,44.32,1.0,25.0
2,33.34,306.28,2.0,119.8
1,42.27,214.17,10.0,171.9
1,17.6,183.93,5.0,166.33
1,8.16,137.16,4.0,129.0
1,19.5,64.0,3.0,44.5
1,11.81,98.8,1.0,86.99
1,15.34,99.34,1.0,84.0
1,13.43,72.43,1.0,59.0
2,31.26,302.12,1.0,119.8
1,16.39,106.38,8.0,89.99
1,14.31,134.21,4.0,119.9
1,25.81,101.41,10.0,75.6
1,14.1,54.09,5.0,39.99
1,12.87,42.87,1.0,30.0
1,30.12,280.12,1.0,250.0
2,46.56,180.72,1.0,43.8
1,8.44,48.34,4.0,39.9
1,14.27,193.27,1.0,179.0
1,14.1,27.0,1.0,12.9
1,21.36,146.36,1.0,125.0
1,15.73,105.73,1.0,90.0
1,9.51,109.41,2.0,99.9
1,18.27,118.17,5.0,99.9
1,17.67,77.57,1.0,59.9
1,15.7,105.6,4.0,89.9
1,26.64,106.63,1.0,79.99
1,14.09,383.99,1.0,369.9
1,16.6,56.6,3.0,40.0
1,25.63,65.53,3.0,39.9
1,54.11,304.11,4.0,250.0
1,14.52,44.42,4.0,29.9
1,20.48,206.88,8.0,186.4
1,24.54,164.44,8.0,139.9
1,14.1,43.1,3.0,29.0
1,7.49,96.49,2.0,89.0
1,18.75,118.65,2.0,99.9
1,15.31,95.21,4.0,79.9
1,7.39,21.16,1.0,13.77
1,34.67,219.57,2.0,184.9
1,11.93,141.83,10.0,129.9
1,15.59,85.49,2.0,69.9
1,16.76,516.66,8.0,499.9
1,12.79,34.79,1.0,22.0
1,35.17,423.17,3.0,388.0
2,23.7,167.0,4.0,59.8
1,19.5,219.4,1.0,199.9
1,15.1,60.1,4.0,45.0
2,138.04,318.92,2.0,499.8
1,7.39,29.38,1.0,21.99
1,7.78,57.68,2.0,49.9
1,13.0,72.99,1.0,59.99
1,15.87,126.19,3.0,110.32
1,16.11,66.01,1.0,49.9
1,26.5,86.4,1.0,59.9
1,18.7,368.6,3.0,349.9
1,27.47,194.37,3.0,166.9
1,19.25,215.24,8.0,195.99
1,23.9,162.9,2.0,139.0
1,22.34,242.24,3.0,219.9
1,8.11,40.01,1.0,31.9
1,15.1,60.6,1.0,45.5
1,33.53,282.53,4.0,249.0
1,27.34,141.24,7.0,113.9
1,18.75,114.15,2.0,95.4
1,18.36,98.35,3.0,79.99
1,12.79,30.78,1.0,17.99
1,55.55,755.54,10.0,699.99
1,38.53,269.73,5.0,231.2
3,32.099999999999994,2518.2,2.0,807.3000000000001
1,16.79,37.49,1.0,20.7
1,17.08,597.35,1.0,580.27
1,13.43,72.43,1.0,59.0
1,19.69,84.59,4.0,64.9
1,18.09,138.09,4.0,120.0
1,20.26,450.16,2.0,429.9
1,15.98,61.34,2.0,45.36
2,15.56,119.08,1.0,43.98
1,21.17,96.17,2.0,75.0
2,21.0,281.58,1.0,119.8
1,13.62,85.62,1.0,72.0
1,7.87,35.17,1.0,27.3
1,8.65,207.55,8.0,198.9
1,10.15,69.14,4.0,58.99
1,13.89,89.79,1.0,75.9
3,66.17999999999999,324.45000000000005,2.0,41.97
1,14.25,273.25,10.0,259.0
2,27.44,454.48,1.0,199.8
1,21.12,111.02,3.0,89.9
1,9.94,69.84,4.0,59.9
1,11.15,51.05,1.0,39.9
1,13.74,102.64,5.0,88.9
2,50.2,104.1,1.0,158.0
2,26.88,292.36,2.0,119.3
1,14.08,50.07,3.0,35.99
1,8.67,198.57,1.0,189.9
1,7.39,22.38,1.0,14.99
1,15.81,165.8,1.0,149.99
2,34.26,464.12,1.0,197.8
1,19.02,345.18,1.0,326.16
1,18.26,157.26,3.0,139.0
2,15.56,37.77,1.0,59.98
1,15.23,24.23,1.0,9.0
1,15.1,55.0,1.0,39.9
1,15.1,30.09,3.0,14.99
1,8.72,22.37,1.0,13.65
1,19.0,178.8,3.0,159.8
1,8.87,34.87,1.0,26.0
1,13.25,73.24,6.0,59.99
1,15.25,85.24,6.0,69.99
1,17.09,42.09,1.0,25.0
1,11.74,46.61,1.0,34.87
1,7.39,21.99,1.0,14.6
1,27.43,167.43,3.0,140.0
1,10.96,38.95,1.0,27.99
1,17.78,167.77,3.0,149.99
1,8.88,56.78,3.0,47.9
1,23.37,173.27,1.0,149.9
1,88.09,408.09,1.0,320.0
3,45.3,576.9000000000001,3.0,147.0
1,8.27,28.17,1.0,19.9
1,115.43,815.43,1.0,700.0
1,37.54,647.54,10.0,610.0
2,28.78,841.16,2.0,391.8
1,7.39,33.03,1.0,25.64
1,18.27,43.17,4.0,24.9
1,14.1,44.09,1.0,29.99
1,8.61,258.51,8.0,249.9
1,11.73,26.58,1.0,14.85
1,14.1,64.09,1.0,49.99
1,27.7,477.69,8.0,449.99
1,8.27,26.27,1.0,18.0
1,15.77,161.77,4.0,146.0
1,18.23,43.13,1.0,24.9
1,8.29,38.29,1.0,30.0
1,12.98,58.03,1.0,45.05
2,28.24,56.12,1.0,84.0
1,12.82,81.72,1.0,68.9
1,8.27,34.27,1.0,26.0
2,62.42,316.84,5.0,96.0
1,38.55,181.55,1.0,143.0
1,14.9,144.8,1.0,129.9
1,69.07,299.06,8.0,229.99
1,21.17,74.17,3.0,53.0
1,18.79,238.69,6.0,219.9
2,49.68,211.36,1.0,56.0
1,18.01,126.91,3.0,108.9
1,17.21,84.2,3.0,66.99
1,15.1,35.0,1.0,19.9
1,9.34,54.33,4.0,44.99
1,21.45,621.35,10.0,599.9
1,16.05,42.95,1.0,26.9
1,22.99,392.94,15.0,369.95
1,8.82,53.82,5.0,45.0
1,11.37,63.27,1.0,51.9
1,8.72,58.62,2.0,49.9
2,34.2,408.0,1.0,169.8
1,18.23,37.23,3.0,19.0
1,39.65,237.15,4.0,197.5
1,8.72,65.71,1.0,56.99
1,16.52,125.52,6.0,109.0
2,37.1,554.16,5.0,239.98
1,14.1,49.09,4.0,34.99
1,15.11,57.11,1.0,42.0
1,19.38,324.29,2.0,304.91
1,13.89,138.89,6.0,125.0
1,8.75,66.65,1.0,57.9
1,7.39,62.39,1.0,55.0
1,14.1,33.09,1.0,18.99
1,18.23,68.13,1.0,49.9
1,7.78,57.68,2.0,49.9
1,13.25,112.25,1.0,99.0
1,0.0,99.9,4.0,99.9
1,17.16,92.15,1.0,74.99
2,54.22,572.4,5.0,231.98
1,15.99,335.89,4.0,319.9
1,15.4,58.4,1.0,43.0
1,7.71,47.61,1.0,39.9
1,17.63,31.28,3.0,13.65
1,18.93,137.93,3.0,119.0
1,16.54,66.44,1.0,49.9
2,19.96,127.9,1.0,44.0
3,45.29,573.42,3.0,145.85000000000002
1,18.28,38.27,2.0,19.99
1,8.37,38.37,3.0,30.0
1,17.58,137.48,8.0,119.9
1,20.47,160.47,1.0,140.0
1,96.5,2384.5,1.0,2288.0
1,16.6,39.59,1.0,22.99
1,34.84,183.84,1.0,149.0
4,62.77,1271.12,5.0,255.0
1,7.78,35.68,1.0,27.9
1,75.75,503.65,5.0,427.9
1,34.7,163.69,6.0,128.99
2,46.18,408.36,6.0,158.0
1,14.1,50.0,1.0,35.9
1,15.84,172.09,10.0,156.25
1,48.27,297.27,1.0,249.0
1,26.41,156.4,3.0,129.99
1,15.1,55.0,1.0,39.9
1,7.39,57.38,1.0,49.99
1,63.68,453.58,8.0,389.9
1,30.97,305.97,1.0,275.0
2,17.76,195.52,4.0,80.0
1,9.93,99.92,1.0,89.99
1,18.43,65.33,3.0,46.9
2,17.28,134.16,1.0,49.8
1,9.45,135.35,1.0,125.9
1,17.8,96.8,4.0,79.0
1,11.85,41.84,1.0,29.99
1,15.1,59.09,1.0,43.99
1,18.65,128.97,6.0,110.32
1,12.74,69.73,1.0,56.99
1,7.78,56.78,1.0,49.0
2,30.2,164.0,1.0,51.8
1,17.98,122.98,5.0,105.0
1,13.41,69.24,2.0,55.83
1,7.78,22.77,1.0,14.99
1,12.97,102.97,1.0,90.0
1,15.56,214.46,3.0,198.9
1,35.82,324.82,4.0,289.0
1,52.84,122.83,3.0,69.99
1,8.27,71.27,1.0,63.0
1,27.72,439.72,8.0,412.0
2,25.58,86.76,1.0,17.8
1,15.57,275.34,3.0,259.77
1,12.79,37.79,1.0,25.0
1,35.07,134.57,6.0,99.5
1,21.43,61.93,4.0,40.5
1,43.14,166.04,10.0,122.9
1,11.73,74.72,1.0,62.99
1,8.3,28.2,1.0,19.9
1,34.28,102.18,1.0,67.9
1,8.37,98.37,1.0,90.0
1,15.63,75.53,1.0,59.9
1,17.6,67.5,1.0,49.9
2,31.32,322.24,8.0,129.8
1,18.05,107.05,5.0,89.0
1,18.17,144.85,3.0,126.68
1,19.19,174.19,1.0,155.0
1,7.78,33.77,1.0,25.99
1,10.96,24.86,1.0,13.9
1,13.98,70.97,1.0,56.99
1,11.53,141.53,8.0,130.0
1,18.69,134.68,5.0,115.99
1,12.95,54.95,1.0,42.0
1,16.88,176.88,1.0,160.0
1,11.98,71.88,1.0,59.9
1,25.5,160.5,3.0,135.0
1,18.35,54.25,1.0,35.9
1,18.59,88.09,4.0,69.5
1,24.35,124.25,3.0,99.9
1,22.37,116.37,5.0,94.0
1,16.88,176.87,5.0,159.99
1,15.1,53.3,1.0,38.2
1,28.82,77.82,1.0,49.0
1,15.92,84.92,8.0,69.0
1,34.54,333.54,10.0,299.0
1,15.68,148.58,4.0,132.9
1,16.05,60.65,1.0,44.6
1,17.76,107.66,1.0,89.9
1,23.11,192.11,2.0,169.0
1,19.42,83.42,2.0,64.0
1,20.8,55.75,1.0,34.95
1,15.1,35.0,1.0,19.9
1,16.13,69.03,6.0,52.9
1,15.1,45.09,1.0,29.99
1,7.73,29.63,1.0,21.9
1,12.13,102.03,1.0,89.9
3,72.44999999999999,1459.35,8.0,414.0
1,21.12,111.02,1.0,89.9
1,7.39,26.29,1.0,18.9
1,15.1,37.0,3.0,21.9
2,16.58,45.29,1.0,74.0
1,13.92,62.82,1.0,48.9
1,18.41,318.4,10.0,299.99
1,19.36,199.36,4.0,180.0
1,8.89,37.89,1.0,29.0
1,19.59,69.49,1.0,49.9
1,29.77,169.67,8.0,139.9
1,12.69,57.69,1.0,45.0
2,17.38,502.72,1.0,233.98
1,8.29,19.33,1.0,11.04
1,41.02,188.01,10.0,146.99
1,11.94,80.94,3.0,69.0
2,27.09,1072.18,1.0,509.0
1,18.23,35.22,1.0,16.99
1,27.18,357.08,3.0,329.9
1,18.23,37.13,1.0,18.9
1,8.72,58.61,1.0,49.89
1,17.81,97.71,3.0,79.9
1,19.95,84.85,5.0,64.9
1,54.53,284.52,1.0,229.99
1,17.92,53.82,1.0,35.9
1,20.68,399.68,8.0,379.0
1,25.58,104.58,3.0,79.0
1,77.08,373.98,9.0,296.9
1,41.24,109.24,3.0,68.0
1,17.67,77.57,1.0,59.9
1,15.48,105.38,5.0,89.9
1,47.18,139.52,2.0,92.34
2,30.2,220.36,5.0,79.98
1,74.43,1474.42,10.0,1399.99
1,34.15,63.05,1.0,28.9
1,21.15,67.14,1.0,45.99
1,10.96,48.96,1.0,38.0
1,16.17,75.07,3.0,58.9
1,15.23,40.72,1.0,25.49
1,11.73,81.72,3.0,69.99
2,14.78,319.08,2.0,144.76
1,22.38,292.28,4.0,269.9
1,9.28,139.27,1.0,129.99
1,11.73,70.72,1.0,58.99
1,18.32,49.82,2.0,31.5
1,0.0,209.0,2.0,209.0
1,18.57,117.27,2.0,98.7
1,11.85,34.75,1.0,22.9
1,12.09,97.08,1.0,84.99
1,9.34,48.24,1.0,38.9
3,22.17,156.42000000000002,1.0,29.97
1,12.51,67.41,1.0,54.9
2,32.54,297.06,8.0,115.99
1,10.08,175.83,9.0,165.75
1,13.84,130.74,4.0,116.9
2,31.68,291.32,5.0,113.98
1,22.42,91.92,1.0,69.5
1,7.78,42.77,1.0,34.99
1,38.3,268.2,10.0,229.9
1,13.43,63.33,1.0,49.9
1,35.61,103.6,1.0,67.99
1,19.08,159.08,1.0,140.0
1,16.79,56.69,2.0,39.9
1,36.5,156.49,3.0,119.99
1,16.32,74.21,3.0,57.89
1,11.85,42.85,4.0,31.0
1,11.74,173.74,6.0,162.0
1,22.21,62.11,3.0,39.9
1,8.72,38.71,3.0,29.99
1,14.52,64.42,1.0,49.9
1,11.74,61.64,4.0,49.9
2,16.22,152.04,1.0,59.8
1,15.11,50.01,1.0,34.9
1,13.44,73.34,1.0,59.9
1,7.78,21.77,1.0,13.99
2,26.94,204.08,7.0,75.1
1,18.22,157.22,8.0,139.0
1,17.92,66.82,1.0,48.9
2,26.16,352.32,1.0,150.0
1,23.74,673.23,10.0,649.49
1,8.27,68.17,1.0,59.9
1,18.23,64.56,1.0,46.33
1,12.87,42.77,1.0,29.9
1,27.0,126.9,1.0,99.9
1,20.52,167.51,3.0,146.99
1,45.3,165.3,1.0,120.0
1,17.79,157.73,7.0,139.94
1,44.82,784.8,10.0,739.98
1,13.15,115.15,1.0,102.0
1,13.51,83.41,2.0,69.9
1,15.76,160.76,2.0,145.0
1,15.11,45.01,1.0,29.9
1,12.25,119.25,8.0,107.0
1,83.59,273.49,10.0,189.9
1,25.67,154.57,2.0,128.9
2,48.96,253.92,3.0,78.0
1,19.73,136.63,1.0,116.9
1,9.7,358.5,7.0,348.8
1,23.92,492.92,8.0,469.0
1,23.24,118.23,1.0,94.99
1,80.34,730.34,1.0,650.0
2,14.78,105.52,1.0,37.98
1,7.46,36.46,1.0,29.0
1,24.17,74.07,1.0,49.9
1,11.91,69.81,1.0,57.9
1,11.73,70.72,2.0,58.99
1,7.78,27.77,1.0,19.99
1,25.63,54.63,2.0,29.0
1,25.63,50.53,1.0,24.9
4,61.36,400.96,1.0,339.6
1,7.78,57.68,3.0,49.9
1,13.07,103.06,5.0,89.99
1,17.06,64.71,1.0,47.65
1,14.7,133.2,5.0,118.5
2,41.74,75.77,1.0,109.8
1,13.81,112.25,1.0,98.44
1,8.26,82.91,1.0,74.65
1,9.34,54.33,5.0,44.99
1,19.2,208.1,8.0,188.9
1,15.1,41.0,1.0,25.9
1,25.15,145.14,1.0,119.99
1,18.33,93.32,8.0,74.99
1,17.02,196.52,2.0,179.5
1,22.64,792.54,5.0,769.9
1,33.57,193.47,8.0,159.9
1,40.15,148.15,1.0,108.0
1,20.93,95.93,3.0,75.0
1,24.01,127.98,2.0,103.97
1,13.01,613.0,10.0,599.99
1,26.64,106.54,1.0,79.9
1,18.23,43.13,4.0,24.9
1,11.9,68.89,4.0,56.99
1,14.1,31.09,1.0,16.99
1,18.44,184.77,4.0,166.33
2,15.74,319.08,2.0,143.8
1,32.99,231.99,2.0,199.0
1,12.57,107.47,1.0,94.9
1,15.55,110.55,8.0,95.0
1,16.11,51.23,1.0,35.12
1,15.88,125.88,1.0,110.0
1,17.21,367.2,2.0,349.99
1,14.52,44.51,1.0,29.99
2,26.44,372.84,1.0,159.98
1,0.0,99.9,4.0,99.9
1,13.54,73.53,1.0,59.99
1,7.58,53.48,5.0,45.9
1,19.94,349.94,8.0,330.0
1,8.88,111.88,2.0,103.0
1,27.21,157.11,1.0,129.9
1,27.75,94.74,1.0,66.99
1,26.93,82.93,1.0,56.0
1,15.98,190.98,6.0,175.0
2,112.74,785.44,3.0,279.98
1,15.1,37.6,1.0,22.5
1,16.86,76.76,1.0,59.9
1,16.41,78.91,1.0,62.5
1,16.43,48.43,1.0,32.0
1,14.14,70.14,3.0,56.0
1,18.23,50.73,3.0,32.5
1,9.74,84.64,1.0,74.9
1,47.35,476.25,10.0,428.9
1,11.85,50.75,1.0,38.9
1,12.79,30.69,1.0,17.9
1,9.29,230.2,1.0,220.91
1,9.71,109.7,1.0,99.99
1,19.89,119.79,2.0,99.9
2,25.38,246.76,1.0,98.0
1,10.47,335.47,10.0,325.0
1,18.79,117.79,4.0,99.0
1,13.08,72.98,1.0,59.9
1,34.15,69.15,3.0,35.0
1,8.62,73.61,3.0,64.99
1,15.1,35.09,3.0,19.99
1,14.52,60.01,1.0,45.49
1,11.85,34.66,1.0,22.81
1,14.52,38.42,1.0,23.9
1,11.73,65.63,2.0,53.9
1,8.98,98.88,2.0,89.9
1,18.23,43.63,1.0,25.4
2,74.98,349.56,10.0,99.8
1,15.1,31.6,1.0,16.5
1,7.87,33.37,1.0,25.5
1,13.71,63.66,3.0,49.95
1,16.29,103.19,1.0,86.9
1,9.27,24.17,1.0,14.9
1,70.89,284.89,1.0,214.0
1,16.16,73.13,3.0,56.97
1,16.36,244.36,4.0,228.0
1,15.23,54.23,5.0,39.0
1,15.85,173.62,1.0,157.77
1,22.35,82.34,1.0,59.99
1,28.18,828.08,10.0,799.9
1,15.1,64.1,6.0,49.0
1,166.91,565.91,8.0,399.0
1,11.86,63.86,1.0,52.0
1,14.1,53.0,1.0,38.9
1,15.31,95.21,1.0,79.9
1,19.82,109.82,4.0,90.0
1,29.59,143.49,1.0,113.9
1,17.84,102.74,3.0,84.9
1,25.63,65.53,1.0,39.9
4,67.24,1333.44,1.0,599.48
1,14.1,54.0,5.0,39.9
1,15.1,35.0,3.0,19.9
